Words,likelihood_cleanliness,likelihood_location,likelihood_facilities
rocky,0.0001987281399046105,0.0005384449709239715,0.00039093041438623924
ill,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
properly,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
decoration,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
advertised,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
karen,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
surrounds,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
need,0.0045707472178060414,0.004522937755761361,0.0049517852488923635
slow,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
larger,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
attention,0.000397456279809221,0.00021537798836958864,0.00013031013812874641
id,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
fill,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
like,0.001987281399046105,0.0019384018953262977,0.001563721657544957
interested,0.000397456279809221,0.00021537798836958864,0.00013031013812874641
hired,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
package,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
panorama,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
alexey,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
unfortunately,0.0001987281399046105,0.0004307559767391773,0.00039093041438623924
worked,0.0005961844197138314,0.00021537798836958864,0.00039093041438623924
surprisingly,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
taverns,0.0001987281399046105,0.00032306698255438296,0.00013031013812874641
beach,0.0029809220985691576,0.014107258238208055,0.005212405525149857
complimentary,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
pleasant,0.0011923688394276629,0.0006461339651087659,0.0007818608287724785
aware,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
locationwise,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
check,0.0005961844197138314,0.0005384449709239715,0.0009121709669012249
buildings,0.0001987281399046105,0.00032306698255438296,0.00039093041438623924
nissi,0.0001987281399046105,0.00032306698255438296,0.00013031013812874641
private,0.0011923688394276629,0.0024768468662502694,0.0013031013812874641
booked,0.0001987281399046105,0.0005384449709239715,0.0005212405525149857
construction,0.0001987281399046105,0.00032306698255438296,0.00039093041438623924
apartman,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
accessories,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
tiny,0.000397456279809221,0.00032306698255438296,0.00013031013812874641
bought,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
public,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
taking,0.0001987281399046105,0.0005384449709239715,0.00013031013812874641
go,0.0009936406995230524,0.0018307129011415034,0.0014334115194162107
immediate,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
curtain,0.000397456279809221,0.00021537798836958864,0.00013031013812874641
scandi,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
breakfasts,0.0001987281399046105,0.00010768899418479432,0.00039093041438623924
ive,0.000397456279809221,0.00021537798836958864,0.00013031013812874641
satisfied,0.0001987281399046105,0.00032306698255438296,0.00039093041438623924
lux,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
territory,0.0005961844197138314,0.0004307559767391773,0.0007818608287724785
looks,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
clear,0.0001987281399046105,0.0004307559767391773,0.00013031013812874641
tables,0.0001987281399046105,0.00021537798836958864,0.00039093041438623924
note,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
gas,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
team,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
sometime,0.000397456279809221,0.00021537798836958864,0.00013031013812874641
store,0.0005961844197138314,0.0008615119534783546,0.0005212405525149857
opinion,0.0001987281399046105,0.0004307559767391773,0.00026062027625749283
plants,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
sent,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
last,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
deck,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
enjoying,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
pros,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
exceeded,0.0005961844197138314,0.00010768899418479432,0.00013031013812874641
backyard,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
caeser,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
land,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
ahmets,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
featured,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
beyond,0.0001987281399046105,0.0004307559767391773,0.00013031013812874641
shower,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
important,0.000397456279809221,0.00010768899418479432,0.00039093041438623924
stoney,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
north,0.000397456279809221,0.0004307559767391773,0.00013031013812874641
ledra,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
ten,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
plane,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
escape,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
entry,0.0001987281399046105,0.00021537798836958864,0.00039093041438623924
direct,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
correct,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
turtle,0.0001987281399046105,0.0005384449709239715,0.00013031013812874641
microwave,0.000397456279809221,0.00021537798836958864,0.0005212405525149857
waking,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
beds,0.003179650238473768,0.00032306698255438296,0.003909304143862392
spaces,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
charming,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
mirror,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
not,0.000397456279809221,0.00032306698255438296,0.0005212405525149857
recomend,0.000397456279809221,0.00021537798836958864,0.00013031013812874641
mins,0.000397456279809221,0.0012922679302175318,0.00039093041438623924
trees,0.0005961844197138314,0.0006461339651087659,0.0005212405525149857
serving,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
shortcomings,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
meaning,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
ukrainian,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
tiles,0.0001987281399046105,0.00021537798836958864,0.00039093041438623924
stays,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
leyla,0.000397456279809221,0.0004307559767391773,0.00026062027625749283
various,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
sized,0.0001987281399046105,0.00021537798836958864,0.0006515506906437321
overlooks,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
rented,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
uneaven,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
cleanest,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
maintenance,0.0005961844197138314,0.00021537798836958864,0.00026062027625749283
lari,0.0001987281399046105,0.00010768899418479432,0.00039093041438623924
live,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
barbecues,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
billiard,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
bilal,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
firstly,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
stephan,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
photo,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
remembered,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
actually,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
gem,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
parking,0.0005961844197138314,0.0009692009476631488,0.0007818608287724785
huge,0.001589825119236884,0.001076889941847943,0.0013031013812874641
near,0.0005961844197138314,0.0025845358604350637,0.0005212405525149857
completely,0.000397456279809221,0.00032306698255438296,0.00013031013812874641
changing,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
fruit,0.0005961844197138314,0.00010768899418479432,0.00039093041438623924
equipt,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
undeveloped,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
explained,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
thoughtfully,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
working,0.000397456279809221,0.00010768899418479432,0.0006515506906437321
remotely,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
quite,0.001589825119236884,0.0018307129011415034,0.0013031013812874641
kitted,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
supportive,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
ideal,0.000397456279809221,0.0007538229592935602,0.00039093041438623924
cant,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
dined,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
missing,0.000397456279809221,0.00021537798836958864,0.00039093041438623924
provides,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
head,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
overlooking,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
always,0.0009936406995230524,0.0009692009476631488,0.0006515506906437321
residence,0.000397456279809221,0.0005384449709239715,0.00026062027625749283
restaurantsbeach,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
terrific,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
bongo,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
british,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
midnight,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
asia,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
penthouse,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
sunny,0.0005961844197138314,0.00010768899418479432,0.0005212405525149857
convenient,0.0005961844197138314,0.0012922679302175318,0.0010424811050299713
space,0.001589825119236884,0.001076889941847943,0.0020849622100599426
playground,0.0001987281399046105,0.00021537798836958864,0.00039093041438623924
dont,0.000397456279809221,0.0004307559767391773,0.00039093041438623924
swimwater,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
partly,0.000397456279809221,0.00021537798836958864,0.00013031013812874641
enjoyed,0.0009936406995230524,0.0018307129011415034,0.002736512900703675
book,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
fabulous,0.0005961844197138314,0.0005384449709239715,0.00039093041438623924
touch,0.000794912559618442,0.00021537798836958864,0.00026062027625749283
karaolanolu,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
coming,0.000397456279809221,0.00032306698255438296,0.00026062027625749283
vila,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
waffles,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
bright,0.000794912559618442,0.0006461339651087659,0.0006515506906437321
drinking,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
complaint,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
getting,0.0001987281399046105,0.0005384449709239715,0.00013031013812874641
th,0.000794912559618442,0.00032306698255438296,0.00026062027625749283
brought,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
fee,0.0001987281399046105,0.00032306698255438296,0.00039093041438623924
exellent,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
arrived,0.000397456279809221,0.00021537798836958864,0.0006515506906437321
mall,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
services,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
greatest,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
sink,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
after,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
cultivo,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
higher,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
utensils,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
absolutely,0.0005961844197138314,0.0008615119534783546,0.0009121709669012249
willing,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
gated,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
earlier,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
cities,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
opportunity,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
renovated,0.000397456279809221,0.00021537798836958864,0.00013031013812874641
harbour,0.0001987281399046105,0.0004307559767391773,0.00039093041438623924
bother,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
fixes,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
sandrocks,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
ok,0.0005961844197138314,0.00021537798836958864,0.00026062027625749283
bedrooms,0.0011923688394276629,0.0008615119534783546,0.0011727912431587178
pavement,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
looking,0.0009936406995230524,0.0008615119534783546,0.00039093041438623924
fantastic,0.0009936406995230524,0.0012922679302175318,0.001563721657544957
mersin,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
rocks,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
northern,0.0001987281399046105,0.00032306698255438296,0.00013031013812874641
reasons,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
resort,0.000397456279809221,0.0007538229592935602,0.0009121709669012249
obsessive,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
cypriot,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
chess,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
asleep,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
lovers,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
maybe,0.0001987281399046105,0.0004307559767391773,0.00026062027625749283
finally,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
spotlessly,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
grounds,0.000397456279809221,0.00032306698255438296,0.0005212405525149857
blast,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
though,0.0005961844197138314,0.0007538229592935602,0.0006515506906437321
impressive,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
cream,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
treats,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
plumbing,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
quit,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
traveling,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
now,0.0005961844197138314,0.00010768899418479432,0.00039093041438623924
charge,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
excellent,0.001589825119236884,0.002692224854619858,0.0013031013812874641
barbecue,0.000397456279809221,0.0005384449709239715,0.0007818608287724785
accessible,0.000397456279809221,0.0004307559767391773,0.00026062027625749283
closest,0.0001987281399046105,0.00032306698255438296,0.00013031013812874641
sister,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
switch,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
heaven,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
access,0.000794912559618442,0.0012922679302175318,0.0011727912431587178
eda,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
fair,0.000397456279809221,0.00010768899418479432,0.00039093041438623924
options,0.0001987281399046105,0.00021537798836958864,0.0005212405525149857
south,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
poorly,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
fly,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
loved,0.000794912559618442,0.0009692009476631488,0.0013031013812874641
visited,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
restaurantsshopsetc,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
hygiene,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
see,0.000794912559618442,0.0008615119534783546,0.0005212405525149857
power,0.0001987281399046105,0.00021537798836958864,0.00039093041438623924
list,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
informative,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
changed,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
meals,0.0001987281399046105,0.00021537798836958864,0.00039093041438623924
met,0.000397456279809221,0.00032306698255438296,0.00039093041438623924
taxi,0.000397456279809221,0.0006461339651087659,0.00039093041438623924
reliable,0.0001987281399046105,0.00010768899418479432,0.00039093041438623924
leather,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
confort,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
million,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
polis,0.000397456279809221,0.0009692009476631488,0.00026062027625749283
uncrowded,0.000397456279809221,0.00021537798836958864,0.00013031013812874641
baby,0.0005961844197138314,0.0004307559767391773,0.0006515506906437321
rom,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
tricky,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
fine,0.0001987281399046105,0.0007538229592935602,0.00039093041438623924
presented,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
building,0.0011923688394276629,0.0009692009476631488,0.0010424811050299713
fishing,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
filled,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
practically,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
health,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
shown,0.000397456279809221,0.0004307559767391773,0.00013031013812874641
conditioner,0.000397456279809221,0.00032306698255438296,0.00039093041438623924
bit,0.0011923688394276629,0.0013999569244023261,0.0011727912431587178
incredibly,0.000397456279809221,0.00021537798836958864,0.00039093041438623924
another,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
centrally,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
university,0.0001987281399046105,0.00032306698255438296,0.00013031013812874641
calls,0.0001987281399046105,0.00021537798836958864,0.00039093041438623924
loungers,0.0001987281399046105,0.00021537798836958864,0.00039093041438623924
olga,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
winding,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
beachalso,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
nellis,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
bars,0.000397456279809221,0.0009692009476631488,0.00039093041438623924
strongly,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
premier,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
citybeach,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
constant,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
imran,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
hosts,0.000794912559618442,0.0007538229592935602,0.0006515506906437321
or,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
guests,0.000397456279809221,0.0004307559767391773,0.0005212405525149857
minute,0.000397456279809221,0.0023691578720654747,0.0006515506906437321
quick,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
bungalow,0.0001987281399046105,0.0004307559767391773,0.00013031013812874641
diving,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
issues,0.000397456279809221,0.0005384449709239715,0.0007818608287724785
awesome,0.0009936406995230524,0.0006461339651087659,0.0007818608287724785
damp,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
alfresco,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
mixture,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
person,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
sea,0.003577106518282989,0.009045875511522722,0.006124576492051082
moment,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
wind,0.0001987281399046105,0.00032306698255438296,0.00013031013812874641
boardwalk,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
and,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
cottage,0.0005961844197138314,0.0005384449709239715,0.00039093041438623924
reasonable,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
stop,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
illumination,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
lunch,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
find,0.000794912559618442,0.0013999569244023261,0.0010424811050299713
solved,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
operate,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
thats,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
transfer,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
exceptional,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
veiw,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
kidipool,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
spotted,0.000397456279809221,0.00032306698255438296,0.00013031013812874641
general,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
say,0.0005961844197138314,0.0007538229592935602,0.0007818608287724785
must,0.000397456279809221,0.00032306698255438296,0.00026062027625749283
ninos,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
enjoys,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
neighbouring,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
gym,0.0001987281399046105,0.00032306698255438296,0.0009121709669012249
cooking,0.0001987281399046105,0.00021537798836958864,0.0009121709669012249
plan,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
balconies,0.0001987281399046105,0.00032306698255438296,0.00039093041438623924
chat,0.000397456279809221,0.00021537798836958864,0.00013031013812874641
finished,0.000397456279809221,0.00021537798836958864,0.00039093041438623924
kamares,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
mentioning,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
something,0.000397456279809221,0.00021537798836958864,0.00013031013812874641
touristic,0.000397456279809221,0.00021537798836958864,0.00013031013812874641
saw,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
